log_id,timestamp,ip,country,method,endpoint,status_code,response_size,user_agent,referer,is_bot
b8c6581c-9c24-4273-99ed-02d5646392cc,2026-05-13T00:09:00.989000,192.168.2.115,FR,GET,/api/products?limit=50,200,2042,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,-,False
e33f5309-0a96-4c3e-9fd8-e68f09f0a6c5,2026-05-13T00:10:00.169000,192.168.1.172,US,GET,/api/orders,200,19754,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://github.com,False
3d07d3d0-b504-4e7a-9981-37c464046741,2026-05-13T00:11:00.609000,192.168.1.170,US,GET,/api/users,200,8439,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,https://google.com,False
1bf99325-a2dc-4b9c-ad8f-0b721d2d48a0,2026-05-13T00:12:00.632000,192.168.2.70,FR,GET,/products,302,35224,Mozilla/5.0 (compatible; Googlebot/2.1),-,True
a96c454d-062f-4d9a-98c8-d44d30770cf6,2026-05-13T00:13:00.882000,192.168.2.219,FR,POST,/home,404,1880,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,https://github.com,False
9e3c64af-7d59-4895-86a0-44814678c5ad,2026-05-13T00:14:00.150000,172.16.0.50,DE,GET,/api/users,200,44435,curl/7.68.0,https://github.com,False
2655782d-8c85-43d5-b482-573064048f9f,2026-05-13T00:15:00.816000,172.16.0.86,DE,GET,/login,200,2224,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,-,False
6982dacc-f3ce-4613-a278-0a1974f1c85e,2026-05-13T00:16:00.768000,10.0.0.202,GB,GET,/products,404,746,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://google.com,False
7b25f3bf-910d-4e24-bfaf-e085139bfbcc,2026-05-13T00:17:00.419000,10.0.0.195,GB,GET,/home,200,22080,Mozilla/5.0 (compatible; Googlebot/2.1),https://github.com,True
3666f0fd-6492-4563-bfbc-95e3b876b5b4,2026-05-13T00:17:00.653000,192.168.3.23,CA,GET,/cart?page=3,401,1548,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,-,False
0fa2efb1-3713-4d2e-932a-198dfb55e2f1,2026-05-13T00:18:00.240000,192.168.3.69,CA,GET,/products,200,36381,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,https://github.com,False
32a014f2-72a9-4eea-9b8e-ddbac7075cc9,2026-05-13T00:19:00.760000,10.0.0.142,GB,GET,/api/users,200,49664,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,-,False
4531a628-fb9a-4316-866a-97b45cfe5600,2026-05-13T00:20:00.341000,192.168.3.132,CA,GET,/api/products,200,23339,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,-,False
e064aeec-441a-47cd-a5e4-d95fe34eb5f0,2026-05-13T00:21:00.889000,172.16.0.46,DE,GET,/api/users,200,9612,curl/7.68.0,-,False
31cc96e2-5841-4bef-aca8-59c4e4e36d6c,2026-05-13T00:21:00.236000,192.168.2.138,FR,GET,/home,200,20978,Mozilla/5.0 (compatible; Googlebot/2.1),-,True
e1bc07d9-daa4-43a2-8957-29ffb845596a,2026-05-13T00:22:00.330000,10.1.0.155,JP,POST,/logout,200,31408,curl/7.68.0,https://google.com,False
cca2c125-94f8-4dff-b615-8e4ee9862dd3,2026-05-13T00:22:00.538000,192.168.2.135,FR,GET,/checkout,200,7229,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://github.com,False
e1a38899-acec-4476-b540-4b37fcadf851,2026-05-13T00:23:00.180000,10.0.0.128,GB,POST,/home,200,45260,Mozilla/5.0 (compatible; Googlebot/2.1),https://github.com,True
15037c25-773a-428e-b8b2-c939bfd58eb5,2026-05-13T00:24:00.724000,10.1.0.118,JP,GET,/search,200,25830,Mozilla/5.0 (compatible; Googlebot/2.1),-,True
4a2950f1-136b-4ba0-babc-4d684566b854,2026-05-13T00:25:00.499000,172.16.0.187,DE,DELETE,/checkout,200,36720,curl/7.68.0,https://google.com,False
5db699e4-dd33-4d68-97e1-1333728e6b75,2026-05-13T00:26:00.693000,192.168.2.165,FR,GET,/search,200,42592,Mozilla/5.0 (Linux; Android 13) Chrome/120.0 Mobile,https://google.com,False
5fdf711f-b27e-4b1f-b19d-799c7da6be81,2026-05-13T00:27:00.037000,10.1.0.237,JP,DELETE,/search,200,44949,Mozilla/5.0 (compatible; Googlebot/2.1),https://google.com,True
0ff91c9b-ade0-4a86-9a96-267ee360fa7a,2026-05-13T00:28:00.211000,192.168.3.151,CA,GET,/search,200,14012,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://google.com,False
74c43265-2904-4857-a601-9977fd49b6cd,2026-05-13T00:29:00.724000,172.16.0.194,DE,GET,/api/orders,200,41204,Mozilla/5.0 (compatible; Googlebot/2.1),-,True
a43d39be-3837-486a-a3b6-96d4c88f3f3c,2026-05-13T00:30:00.827000,10.0.0.196,GB,GET,/api/orders?limit=50,200,44058,Mozilla/5.0 (Linux; Android 13) Chrome/120.0 Mobile,-,False
e6d6187e-96a0-4793-a3e1-0bd8cab36bcc,2026-05-13T00:30:00.566000,10.0.0.102,GB,POST,/checkout?page=4,200,2891,Mozilla/5.0 (compatible; Googlebot/2.1),-,True
e51eeca5-541a-4154-96e9-aafffa754c94,2026-05-13T00:31:00.025000,192.168.1.120,US,GET,/cart,200,9166,curl/7.68.0,https://github.com,False
be75b21b-5444-4e13-b990-802eb6f4fa30,2026-05-13T00:31:00.677000,10.0.0.35,GB,POST,/api/products,401,228,Mozilla/5.0 (Linux; Android 13) Chrome/120.0 Mobile,https://google.com,False
ed83c784-c159-44f2-a879-f8e3c18c23a7,2026-05-13T00:32:00.716000,172.16.0.89,DE,POST,/login?page=3&limit=10,200,15295,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,https://google.com,False
9039bd60-eff9-4060-8c67-ed1f5f178fbf,2026-05-13T00:32:00.179000,192.168.1.17,US,GET,/search,200,30332,curl/7.68.0,-,False
9f9bc5c8-bd6c-470f-9ee0-75321e830bd4,2026-05-13T00:33:00.827000,192.168.1.223,US,POST,/home,200,26790,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://github.com,False
23b5d247-c612-4b48-b0d9-061ade231ce9,2026-05-13T00:34:00.122000,10.1.0.113,JP,GET,/api/products,201,49265,curl/7.68.0,https://google.com,False
4bc9702b-09c2-49f3-bc58-7a0fc9cc4c19,2026-05-13T00:35:00.944000,10.0.0.175,GB,PUT,/api/users,200,27365,Mozilla/5.0 (compatible; Googlebot/2.1),-,True
0c914df0-85fd-4563-b2a7-8dadc5a99b6d,2026-05-13T00:36:00.918000,10.0.0.173,GB,POST,/api/orders,200,42513,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,-,False
885606e5-72ec-4660-b678-58c249a5b1b3,2026-05-13T00:37:00.076000,192.168.3.44,CA,GET,/home,200,11401,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,-,False
f87d038c-59ef-4370-88a2-87f4aecb4db8,2026-05-13T00:38:00.818000,172.16.0.25,DE,GET,/home?page=7,200,45406,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,-,False
0a63b023-2493-41fc-9c17-451746c32e27,2026-05-13T00:39:00.807000,192.168.2.239,FR,POST,/search,200,43236,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,-,False
9b2985da-7fbc-4d54-92d9-ed9693033c88,2026-05-13T00:40:00.357000,172.16.0.164,DE,GET,/home,200,38082,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,https://google.com,False
5eec1690-0801-4897-a57f-e36520711597,2026-05-13T00:41:00.183000,192.168.2.1,FR,GET,/home?page=9,200,43173,Mozilla/5.0 (compatible; Googlebot/2.1),https://github.com,True
1ce91667-e93a-43bb-977c-537389e4f6c6,2026-05-13T00:41:00.830000,10.0.0.39,GB,GET,/api/users,200,42953,Mozilla/5.0 (compatible; Googlebot/2.1),https://google.com,True
8710380d-5c98-4a75-90c7-962efcff73d6,2026-05-13T00:42:00.522000,10.1.0.120,JP,POST,/api/products,200,48242,Mozilla/5.0 (Linux; Android 13) Chrome/120.0 Mobile,https://google.com,False
891efc4e-cddc-4b4c-85dd-65d724529660,2026-05-13T00:42:00.243000,192.168.2.131,FR,GET,/api/users,200,27476,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,https://google.com,False
be2d14a4-d58e-4b63-ab35-b69a083c0449,2026-05-13T00:43:00.933000,172.16.0.212,DE,POST,/search,200,26237,Mozilla/5.0 (compatible; Googlebot/2.1),-,True
e79480ab-6d7a-4729-9fda-554fa5bfc4de,2026-05-13T00:44:00.940000,172.16.0.66,DE,PUT,/home,200,46221,curl/7.68.0,https://github.com,False
69dd0f92-e909-49b9-97f2-907ae57e8af5,2026-05-13T00:45:00.813000,10.1.0.139,JP,GET,/api/orders,500,1225,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,https://github.com,False
072f9f1b-5e5e-428e-a2fe-9cebbc0053e7,2026-05-13T00:46:00.475000,192.168.1.221,US,GET,/checkout,200,34482,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,https://github.com,False
7d1b41ff-8b41-4cbd-9735-1b86b43da1cf,2026-05-13T00:47:00.902000,172.16.0.215,DE,GET,/home?page=6,200,21713,Mozilla/5.0 (Linux; Android 13) Chrome/120.0 Mobile,-,False
c08ed7b3-7cb2-4f62-af8f-6046bc5a76ec,2026-05-13T00:47:00.776000,172.16.0.91,DE,GET,/checkout,200,34283,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://google.com,False
b914725f-3d19-43ba-8bbb-0c26964d308c,2026-05-13T00:48:00.058000,10.1.0.87,JP,DELETE,/api/orders?page=6,200,19413,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,https://google.com,False
6a116172-a130-4e18-85b3-c692e829fa0f,2026-05-13T00:49:00.495000,192.168.1.175,US,POST,/login,200,43891,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://google.com,False
f1040c30-964d-4b53-91db-901307887d02,2026-05-13T00:49:00.950000,10.0.0.131,GB,GET,/api/users,200,9958,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,-,False
bf63ada5-1591-440d-8565-ff566f3428c6,2026-05-13T00:50:00.389000,192.168.2.166,FR,GET,/home,200,21362,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,https://google.com,False
69e54f60-0280-4a0a-993a-0b61b8f85e12,2026-05-13T00:51:00.086000,192.168.1.10,US,DELETE,/api/users,200,23982,Mozilla/5.0 (Linux; Android 13) Chrome/120.0 Mobile,-,False
6340ae90-18b5-4350-a6e5-51a45328eb33,2026-05-13T00:52:00.542000,172.16.0.40,DE,GET,/login,200,10185,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,-,False
2517d5dc-a56a-471f-b3e8-9be33998c551,2026-05-13T00:53:00.450000,192.168.2.123,FR,GET,/products,200,35356,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://github.com,False
9209200d-ca5a-4594-8fbd-9fd322e34956,2026-05-13T00:54:00.611000,192.168.1.43,US,GET,/logout,200,35392,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,https://github.com,False
372fb4f5-78c4-4bdc-bb54-b5862e3fa74b,2026-05-13T00:55:00.979000,10.0.0.183,GB,DELETE,/api/products,200,32424,Mozilla/5.0 (Linux; Android 13) Chrome/120.0 Mobile,https://google.com,False
7cbfa0fb-6fd8-4244-b659-982f21ac7ff9,2026-05-13T00:56:00.474000,172.16.0.191,DE,GET,/api/orders,201,42512,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,https://google.com,False
e5a6776c-cc54-4ec1-b0f3-d2f223b2d206,2026-05-13T00:57:00.181000,192.168.2.102,FR,GET,/checkout,200,42961,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,-,False
2d222b25-aa15-4e47-848e-fb61cc80250a,2026-05-13T00:57:00.651000,172.16.0.51,DE,GET,/api/orders,200,14392,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,https://github.com,False
187d5434-a399-459f-a568-97e52947b7f3,2026-05-13T00:58:00.769000,10.0.0.160,GB,POST,/cart,200,10964,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://google.com,False
ba3aa227-53a4-47c4-8fb8-020bd1a2b0a5,2026-05-13T00:59:00.609000,172.16.0.201,DE,POST,/api/products,200,21696,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,https://google.com,False
a1240494-8209-4d51-923e-42907d249e26,2026-05-13T01:00:00.124000,192.168.1.225,US,GET,/checkout?page=10,200,22000,curl/7.68.0,https://github.com,False
ad941420-c55c-4c68-84ec-787d569c1617,2026-05-13T01:01:00.038000,10.0.0.13,GB,DELETE,/search,200,5511,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://github.com,False
aae57ae3-a831-40dc-b08a-218f999f448b,2026-05-13T01:02:00.813000,192.168.1.75,US,POST,/api/orders,200,14640,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,-,False
1a06a2e4-f31e-4827-a568-f9a58a9fc8a3,2026-05-13T01:03:00.882000,10.0.0.195,GB,GET,/login,200,12800,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,-,False
d148a823-fc88-49e8-a3a2-e7d9dea8bb7f,2026-05-13T01:03:00.974000,172.16.0.140,DE,PUT,/api/users,200,27992,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,https://google.com,False
4cbee061-7b1f-4a3a-951d-a476c1762fbc,2026-05-13T01:04:00.839000,192.168.1.44,US,POST,/api/orders,200,35800,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,-,False
f7e63b07-f136-4673-a77f-977374be4609,2026-05-13T01:05:00.714000,192.168.2.130,FR,GET,/api/users,200,42843,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,-,False
d5bba6d5-692a-4e06-a8e0-51162aeb92d0,2026-05-13T01:06:00.153000,192.168.2.106,FR,POST,/checkout?page=3&limit=25,400,1408,Mozilla/5.0 (Linux; Android 13) Chrome/120.0 Mobile,https://google.com,False
38611da6-4d36-4303-876d-36690e882dee,2026-05-13T01:07:00.891000,192.168.1.2,US,GET,/api/orders?page=10,200,48732,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,https://google.com,False
6ec9b519-6568-48b8-9c93-129cbb10db81,2026-05-13T01:08:00.314000,192.168.1.63,US,GET,/login,200,48527,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,-,False
c8fe50a3-d305-47cd-9f4a-28094a33ab5a,2026-05-13T01:08:00.484000,10.0.0.38,GB,GET,/logout,200,7895,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,https://github.com,False
9229fca6-7773-49e0-8126-42c2867a1ab9,2026-05-13T01:09:00.333000,10.1.0.216,JP,GET,/cart,200,2635,Mozilla/5.0 (Linux; Android 13) Chrome/120.0 Mobile,https://github.com,False
417c68ba-986b-47cb-9e0a-e6d9cbbc1851,2026-05-13T01:10:00.161000,10.1.0.229,JP,POST,/checkout,200,48739,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,https://github.com,False
9c61d2bd-80b0-4918-bede-1f0ee62c7d4f,2026-05-13T01:11:00.414000,192.168.3.60,CA,POST,/logout,201,13526,curl/7.68.0,-,False
f5a59440-dad1-4163-96dd-81896388596b,2026-05-13T01:11:00.723000,192.168.1.160,US,GET,/login,400,1534,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,-,False
16e722f2-5432-45c8-b58b-a38040ce9f77,2026-05-13T01:12:00.377000,192.168.1.196,US,POST,/api/products,200,47760,Mozilla/5.0 (Linux; Android 13) Chrome/120.0 Mobile,https://google.com,False
181722bd-50df-4815-b196-a39a2f3c74f4,2026-05-13T01:12:00.201000,192.168.2.146,FR,GET,/checkout,200,5193,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,https://google.com,False
75a88a66-0b80-4ced-87ff-c27e5edc4401,2026-05-13T01:13:00.070000,192.168.3.102,CA,POST,/logout,200,29296,curl/7.68.0,-,False
0bc7bda9-4d4e-43e8-bdbf-f1fcf97d1440,2026-05-13T01:14:00.639000,10.0.0.128,GB,GET,/home,200,31565,Mozilla/5.0 (compatible; Googlebot/2.1),https://google.com,True
1655f652-5dd1-4a1c-a659-d5b7e39b5aae,2026-05-13T01:15:00.381000,192.168.3.225,CA,GET,/api/orders,200,40101,Mozilla/5.0 (compatible; Googlebot/2.1),https://google.com,True
909cd61e-6667-49be-a909-72c07e688ed1,2026-05-13T01:15:00.153000,10.1.0.241,JP,PUT,/api/products,200,32406,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://google.com,False
e102d7c9-dff8-4008-910a-d60e9d57ca3b,2026-05-13T01:16:00.967000,192.168.3.29,CA,GET,/search,200,2234,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,https://github.com,False
cafd481c-d92f-46b2-8764-ca82e265e146,2026-05-13T01:17:00.164000,192.168.2.236,FR,DELETE,/home,400,540,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://github.com,False
c74c3629-b1e5-417b-a0f3-950b708fba93,2026-05-13T01:18:00.498000,192.168.3.183,CA,GET,/cart,200,33930,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,https://github.com,False
aab91502-edfe-4559-98da-39c37e16796a,2026-05-13T01:19:00.671000,192.168.3.44,CA,GET,/home,200,17106,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,https://github.com,False
3af7372d-feeb-460d-956b-f6ac30acda75,2026-05-13T01:20:00.870000,192.168.1.72,US,GET,/checkout,200,15144,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,https://google.com,False
f8052b6b-87ba-46c8-9ce7-d0ff2841b8cb,2026-05-13T01:21:00.268000,10.0.0.154,GB,GET,/search?page=9&limit=10,200,45951,Mozilla/5.0 (compatible; Googlebot/2.1),https://github.com,True
60aee72a-6f56-4620-8422-a9e8785d2236,2026-05-13T01:22:00.377000,172.16.0.60,DE,DELETE,/checkout?page=1,200,42833,curl/7.68.0,-,False
f771159d-f067-4502-8550-b1f749238d6b,2026-05-13T01:23:00.788000,192.168.2.85,FR,GET,/search,200,5350,Mozilla/5.0 (compatible; Googlebot/2.1),https://google.com,True
3001dde0-ebb2-4de7-ae6e-046c1ea14333,2026-05-13T01:24:00.817000,172.16.0.79,DE,GET,/cart,201,7250,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,-,False
76350cbf-06cd-4979-938d-4e86d81b5a34,2026-05-13T01:25:00.158000,172.16.0.240,DE,GET,/search,401,215,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://github.com,False
329c8eac-bc36-4982-be68-cf4520fcd4a9,2026-05-13T01:26:00.100000,172.16.0.41,DE,POST,/search,200,34237,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,https://google.com,False
dcca99fd-c317-4803-90dc-e1505d53160a,2026-05-13T01:27:00.253000,192.168.3.122,CA,GET,/logout,200,44691,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,-,False
07dab94d-4c5a-4a59-873c-9976dbad1ad6,2026-05-13T01:28:00.746000,192.168.2.67,FR,GET,/checkout,200,17083,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://google.com,False
dfd13660-041c-4391-83ad-437e982e7c8d,2026-05-13T01:29:00.057000,192.168.1.216,US,GET,/search,200,38360,curl/7.68.0,-,False
52fc850f-ceff-409d-9628-7cc4c50c279c,2026-05-13T01:30:00.594000,192.168.2.45,FR,GET,/home,200,17918,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,https://google.com,False
8a79f55e-0163-4fcb-8261-07e0d70f7fee,2026-05-13T01:31:00.566000,172.16.0.165,DE,GET,/api/users,400,1634,Mozilla/5.0 (Linux; Android 13) Chrome/120.0 Mobile,https://google.com,False
3336deda-3ee5-4e27-9ed5-58a39b2f1733,2026-05-13T01:32:00.909000,10.1.0.1,JP,GET,/home,200,18772,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,-,False
c8f0cab4-40ec-4ef4-9336-c1ec24266e45,2026-05-13T01:33:00.293000,192.168.3.31,CA,POST,/login,200,17674,curl/7.68.0,-,False
53214424-f310-4617-87c8-d2fed156f28e,2026-05-13T01:34:00.972000,192.168.2.228,FR,GET,/login,200,23482,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,-,False
0a914e20-1ebf-4781-8fc8-33b21841b881,2026-05-13T01:35:00.931000,192.168.2.131,FR,POST,/api/users,200,44937,Mozilla/5.0 (Linux; Android 13) Chrome/120.0 Mobile,https://github.com,False
1e2af5e2-a1a3-4708-b1e2-97532b189905,2026-05-13T01:36:00.049000,192.168.1.5,US,POST,/api/products,200,20169,Mozilla/5.0 (compatible; Googlebot/2.1),-,True
ddaec024-165f-40b8-a3cf-6a84b762b0ab,2026-05-13T01:37:00.169000,10.1.0.164,JP,GET,/cart,200,49600,Mozilla/5.0 (compatible; Googlebot/2.1),https://github.com,True
d31ebe67-cc4e-4041-a283-40df2555e423,2026-05-13T01:37:00.787000,10.1.0.178,JP,GET,/api/users,200,31016,Mozilla/5.0 (Linux; Android 13) Chrome/120.0 Mobile,https://github.com,False
5308a28a-a715-432f-b87a-c59d5c81b2a0,2026-05-13T01:38:00.256000,192.168.1.204,US,POST,/search,200,34455,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,https://google.com,False
c5ca8df9-8c86-4222-8ab5-4040ca73c7c9,2026-05-13T01:39:00.567000,192.168.1.125,US,POST,/checkout,200,9644,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://github.com,False
e3821990-b0b6-4666-be96-d52ff0230abf,2026-05-13T01:40:00.986000,192.168.3.36,CA,GET,/api/products,302,16539,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,-,False
f15ab291-ac72-4f19-bb6d-032d5a1bf695,2026-05-13T01:41:00.442000,192.168.2.18,FR,GET,/api/users,200,2666,curl/7.68.0,-,False
8653c4e5-c3b6-4c3e-8c25-461987c1b42f,2026-05-13T01:41:00.135000,10.1.0.49,JP,PUT,/login,200,13452,curl/7.68.0,-,False
eb023b07-33fb-4b46-8ede-a848a4a3f02b,2026-05-13T01:42:00.477000,192.168.1.173,US,GET,/api/orders,200,26970,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://github.com,False
dc953baf-e1c5-49ad-9b19-9590ff2c7b1f,2026-05-13T01:42:00.075000,10.0.0.70,GB,GET,/search,200,34426,curl/7.68.0,https://google.com,False
0f09975d-91f6-431f-b2c3-377782c2ddee,2026-05-13T01:43:00.938000,192.168.2.31,FR,GET,/cart,200,16546,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,https://github.com,False
fe685860-251a-4ce7-b5b6-4345e18c8248,2026-05-13T01:44:00.425000,192.168.1.45,US,GET,/login?page=2,200,16758,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://github.com,False
1393e622-5755-4c4b-8d01-f7c9d15526e9,2026-05-13T01:44:00.788000,10.0.0.19,GB,GET,/logout,200,16915,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,https://google.com,False
9456eabf-58a5-4b3b-bce2-a20b66087a93,2026-05-13T01:45:00.319000,10.0.0.28,GB,GET,/logout,200,24914,curl/7.68.0,https://github.com,False
ed5364ef-fa3b-4a8d-adac-237811c8c473,2026-05-13T01:46:00.923000,192.168.2.23,FR,GET,/home,200,44087,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,-,False
10e4605d-5364-45b4-b28d-df995a8b4ae5,2026-05-13T01:46:00.414000,10.0.0.30,GB,POST,/logout,302,12198,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1) Mobile/15E148,https://google.com,False
